cdata_datasetID,cdata_coreName,cdata_altCoreName,cdata_collectTime,cdata_minYear,cdata_maxYear,cdata_archiveSpecies,cdata_isDatabaseDuplicate,cdata_dataCoverageGroup,cdata_coralNotes,geo_latitude,geo_longitude,geo_siteName,geo_siteName2,geo_elevation,geo_elevationNotes,dating_refDate,dating_UThDate,dating_14CDate,dating_notes,meths_primaryVariablesList,meths_additionalVariablesList,meths_TEMethod,meths_TEMethodMachine,meths_isotopeMethod,meths_isotopeMethodMachine,meths_luminMethod,meths_luminMethodMachine,meths_altMethodInfo,meths_methodNotes,meths_hasResolutionNominal,meths_resolutionMin,meths_resolutionMax,meths_resolutionMean,meths_resolutionMedian,meths_resolutionMode,meths_isAnomaly,cdata_chronologyNotes,meths_coralExtensionRate,meths_coralExtensionRateNotes,meths_tissueThickness,meths_jcpMeasured,meths_jcpSrCaValue,meths_SrCaAnalyticalPrecision,meths_SrCaAnalyticalPrecisionUnits,meths_UCaAnalyticalPrecision,meths_UCaAnalyticalPrecisionUnits,meths_d18OAnalyticalPrecision,meths_d18OAnalyticalPrecisionUnits,meths_altPrecisionList,meths_altAnalyticalPrecision,meths_altAnalyticalPrecisionUnits,meths_archiveDiagenesisCheck,calib_isSSTCalibration,calib_useSSTCalibration,calib_hasAlternateCalibration,calib_notes,calib_isComposite,calib_compositeList,calib_SSTdata,calib_fitPeriod,calib_hasCentredEquation,calib_centredEquationNotes,calib_method,calib1_equationIntercept,calib1_equationSlope,calib1_equationSlopeUncertainty,calib1_equationR2,calib2_equationIntercept,calib2_equationSlope,calib2_equationSlopeUncertainty,calib2_equationR2,calib3_equationIntercept,calib3_equationSlope,calib3_equationSlopeUncertainty,calib3_equationR2,pub1_firstauthor,pub1_year,pub1_doi,pub1_citation,pub1_authors,pub1_title,pub1_journal,pub1_doiData,pub_altDataURL,pub2_firstauthor,pub2_year,pub2_doi,pub2_citation,pub2_authors,pub2_title,pub2_journal,pub2_altDataURL,pub3_firstauthor,pub3_year,pub3_doi,pub3_citation,pub3_authors,pub3_title,pub3_journal,pub3_altDataUrl,pub_isCoreIDOtherStudy,pub_coreIDOtherStudyList
SA16HER04b,P HS 7,NA,2014-02,2011,2014,Porites lutea,F,3,Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,-2.55,2.55m below lowest astronomical tide,NA,NA,NA,NA,SrCa,,ICP-AES,Varian Vista Ax CCD simultaneous inductively coupled plasma-atomic emission spectrometer,NA,NA,NA,NA,NA,Every 1mm along predrilled trench using 1mm drill bits.,bimonthly_uneven,9,10,9.5,9.5,10,F,Matched SrCa peaks and troughs with the local bi-monthly averaged instrumental SST minima & maxima; re-created by A. Arzey for archiving.,11.25,11.25 ± 0.50 mm/year,NA,T,8.774,0.0154,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,F,,T,P HS 1; P HS 3; P HS 4; P HS 10,In situ logger,2010-2014,F,NA,WLS,10.6672,-0.0651,0.001,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2016pa002943,"Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R. (2016), 'Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef', Paleoceanography, vol. 31, no. 10, pp. 1395-1408, 10.1002/2016pa00294","Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R.",Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef,Paleoceanography,10.25921/zjzp-ba88,,,,,,,,,,,,,,,,,,F,NA
SA16HER05a,AR HS 5,NA,2014-02,2010,2011,Acropora humilis,F,3,Coral collected from reef slope environment. Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<12m,NA,NA,NA,NA,SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Every 0.33mm along a trench using a 1mm drill bits attached to a Dremel rotary tool fitted with a Flex-Shaft attachment.,biannual,2,2,2,2,2,F,SrCa maxima & minima matched to the monthly averaged in situ SST seasonal extremes.,5.75,5.5-6.0 mm/year,4,T,8.2,0.36,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,T,Publication calibrations focused on centred SrCa and SST data. Non-centred equations in publication supplementary. Database includes equation(s) for combined slope and lagoon coral data. Specific equation available for each environment.,T,AR HL 3; AR HL 4; AR HL 6; AR HS 3; AR HS 5; AR HS 6,In situ logger,2010-2012,T,WLS; SrCa slope = -0.048; SrCa slope uncertainty = 0.0001; r2= 0.65,WLS,10.773,-0.046,0.0031,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2015PA002898,"Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D. (2016), 'Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer', Paleoceanography, vol. 31, no. 4, pp. 505-517, 10.1002/2015PA002898.","Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D.",Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer,Paleoceanography,10.25921/x6m4-5c80,,,,,,,,,,,,,,,,,,F,NA
SA16HER05b,R9C,R9C Track 1,Fossil,-3199,-3191,Porites sp.,F,3,Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,-13.5,13.3-13.7m recovery depth,-3191,NA,NA,5216 ± 41 Date of separate core section centimetres below selected R9C sample was used as publication reference date. Date of U-Th dating not supplied and no conversion to standard reference period. Assumed dates analysed in year of publication as the youngest possible age.,SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Approx. 1mm resolution subsampling along predrilled trench using 1mm drill bits.,bimonthly_uneven,7,12,9.14,9,8,F,U-Th. SrCa peaks & troughs matched with bimonthly mean climatology of Heron Reef SST minima and maxima; re-created by A. Arzey for archiving.,12.065,"9.13 ± 2.17 mm/year (track 1), 15.00 ± 2.65 mm/year (Track 2)",NA,T,8.774,0.0154,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,F,T,T,Standard SrCa-SST calibration and also also in form of SST-SrCa. SST = -15.3668 (±0.234) * SrCa + 163.9214 (±2.124) where SrCa is in mmol/mol and SST is degrees Celsius. ,F,NA,NA,NA,F,NA,NA,10.6672,-0.0651,0.001,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2016pa002943,"Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R. (2016), 'Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef', Paleoceanography, vol. 31, no. 10, pp. 1395-1408, 10.1002/2016pa00294","Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R.",Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef,Paleoceanography,10.25921/zjzp-ba88,,,,,,,,,,,,,,,,,,F,NA
SA16HER06a,AR HS 6,NA,2014-02,2011,2013,Acropora humilis,F,3,Coral collected from reef slope environment. Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<12m,NA,NA,NA,NA,SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Every 0.33mm along a trench using a 1mm drill bits attached to a Dremel rotary tool fitted with a Flex-Shaft attachment.,biannual,2,2,2,2,2,F,SrCa maxima & minima matched to the monthly averaged in situ SST seasonal extremes.,5.67,5.4-6.0 mm/year,3,T,8.2,0.36,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,T,Publication calibrations focused on centred SrCa and SST data. Non-centred equations in publication supplementary. Database includes equation(s) for combined slope and lagoon coral data. Specific equation available for each environment.,T,AR HL 3; AR HL 4; AR HL 6; AR HS 3; AR HS 5; AR HS 6,In situ logger,2011-2014,T,WLS; SrCa slope = -0.048; SrCa slope uncertainty = 0.0001; r2= 0.65,WLS,10.773,-0.046,0.0031,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2015PA002898,"Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D. (2016), 'Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer', Paleoceanography, vol. 31, no. 4, pp. 505-517, 10.1002/2015PA002898.","Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D.",Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer,Paleoceanography,10.25921/x6m4-5c80,,,,,,,,,,,,,,,,,,F,NA
SA16HER06b,R15B3,NA,Fossil,-4963,-4946,Porites sp.,F,2,Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,-21.35,21.3-21.4m recovery depth,-4946,NA,NA,"6962 ± 44 ka Neither location or date of U-Th dating supplied, and no conversion to standard reference time. Assumed youngest section dated and dates analysed in year of publication as the youngest possible age.",SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Approx. 0.5mm resolution subsampling along predrilled trench using 1mm drill bits.,bimonthly_uneven,6,8,6.94,7,7,F,U-Th. SrCa peaks & troughs matched with bimonthly mean climatology of Heron Reef SST minima and maxima; re-created by A. Arzey for archiving.,6.74,6.74 ± 1.10 mm/year,NA,T,8.774,0.0154,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,F,T,T,Standard SrCa-SST calibration and also also in form of SST-SrCa. SST = -15.3668 (±0.234) * SrCa + 163.9214 (±2.124) where SrCa is in mmol/mol and SST is degrees Celsius. ,NA,NA,NA,NA,F,NA,NA,10.6672,-0.0651,0.001,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2016pa002943,"Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R. (2016), 'Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef', Paleoceanography, vol. 31, no. 10, pp. 1395-1408, 10.1002/2016pa00294","Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R.",Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef,Paleoceanography,10.25921/zjzp-ba88,,,,,,,,,,,,,,,,,,F,NA
SA21GFB01,GFB33B,NA,2012-08,1987,2012,Porites sp.,T,2,GFB33B record combines archived Saha et al. 2019 data and Saha et al. 2021 data. REEY data from Saha et al. 2019 is used as values are to 2 rather than 1 decimal place. REEs measured.,-19.15431,146.865584,Magnetic Island,Geoffrey Bay,-3.5,3-4m,NA,NA,NA,NA,BaCa; Ce; Dy; Eu; Gd; Ho; La; Lu; MnCa; Nd; NdYb_paas; Pr; Sm; SrCa; Tb; Tm; Y; Yb; YCa,CeCe_anom; REEsCa,ICP-MS,Thermo X Series II Inductively Coupled Plasma-Mass Spectrometer,NA,NA,NA,NA,NA,"Manually collected using a drill with a 2 mm diameter bit to collect a minimum of 12 sequential samples per annual band. JCp-1 & analytical precision from Saha et al. 2021. See Saha et al. 2021 supplementary for all analytical precision results. Complete machine details as per Saha et al. 2021 is Thermo X-series II ICP-MS with a CETAC - 500 auto-sampler, electron spray PC3 Peltier cooled cyclonic spray chamber and SC-FAST injection loop.",monthly,12,12,12,12,12,F,Growth bands & refined with SrCa maxima & minima matched to HadISST minima & maxima.,16.9,1.69 ± 0.23 cm/year average; 1.13 to 2.10 cm/year range,NA,T,8.8,0.4,%,NA,NA,NA,NA,BaCa; MnCa; YCa; REEsCa,0.8; 4.5; 1.4; 4.5,%; %; %; %,No,F,F,F,No calibration equations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saha, N.",2021,10.1016/j.gca.2021.02.014.,"Saha, N., Webb, G.E., Zhao, J.-X., Lewis, S.E., Duc Nguyen, A. & Feng, Y. (2021), 'Spatiotemporal variation of rare earth elements from river to reef continuum aids monitoring of terrigenous sources in the Great Barrier Reef', Geochimica et Cosmochimica Acta, vol. 299, pp. 85-112, 10.1016/j.gca.2021.02.014.","Saha, N., Webb, G.E., Zhao, J.-X., Lewis, S.E., Duc Nguyen, A. & Feng, Y.",Spatiotemporal variation of rare earth elements from river to reef continuum aids monitoring of terrigenous sources in the Great Barrier Reef,Geochimica et Cosmochimica Acta,,https://ars.els-cdn.com/content/image/1-s2.0-S0016703721001095-mmc1.pdf,"Saha, N.",2019,10.1016/j.gca.2019.04.004,"Saha, N., Webb, G.E., Zhao, J.-X., Nguyen, A.D., Lewis, S.E. & Lough, J.M. (2019), 'Coral-based high-resolution rare earth element proxy for terrestrial sediment discharge affecting coastal seawater quality, Great Barrier Reef', Geochimica et Cosmochimica Acta, vol. 254, pp. 173-191, 10.1016/j.gca.2019.04.004","Saha, N., Webb, G.E., Zhao, J.-X., Nguyen, A.D., Lewis, S.E. & Lough, J.M.","Coral-based high-resolution rare earth element proxy for terrestrial sediment discharge affecting coastal seawater quality, Great Barrier Reef",Geochimica et Cosmochimica Acta,,,,,,,,,,T,Lewis et al. 2018; Saha et al. 2019
SA21GKI01,GK2,NA,2010,1957,2010,Porites sp.,F,2,"GK2 record combines archived Saha et al. 2021, Saha et al. 2019 and Saha et al. 2018a data. BaCa & YCa values are identical (accounting for rounding) between datasets but SrCa record differs. The more recently published Saha et al. 2021 SrCa record was used for the SrCa record. REEs measured.",-23.17,150.98,Great Keppel Island,,-4.5,4-5m,NA,NA,NA,NA,BaCa; Ce; Dy; Eu; Gd; Ho; La; Lu; MgCa; MnCa; Nd; Pr; Sm; SrCa; Tb; Tm; UCa; VCa; Y; Yb; YCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma-Mass Spectrometer,NA,NA,NA,NA,NA,"Manually collected using a drill with a 2 mm diameter bit at 1mm increments, to collect a minimum of 12 sequential samples per annual band. JCp-1 & analytical precision from Saha et al. 2021. See Saha et al 2021 supplementary for all analytical precision results. Complete machine details as per Saha et al. 2019 & 2021 is Thermo X-series II ICP-MS with a CETAC - 500 auto-sampler, electron spray PC3 Peltier cooled cyclonic spray chamber and SC-FAST injection loop.",monthly,12,12,12,12,12,F,Growth bands & refined with SrCa maxima & minima matched to HadISST minima & maxima.,14.9,1.49 ± 0.13 cm/year) average; 1.26–1.90 cm/year range,NA,T,8.8,0.4,%,NA,NA,NA,NA,BaCa; MnCa; YCa; REEsCa,0.8; 4.5; 1.4; 4.5,%; %; %; %,No,F,F,F,No calibration equations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saha, N.",2021,10.1016/j.gca.2021.02.014.,"Saha, N., Webb, G.E., Zhao, J.-X., Lewis, S.E., Duc Nguyen, A. & Feng, Y. (2021), 'Spatiotemporal variation of rare earth elements from river to reef continuum aids monitoring of terrigenous sources in the Great Barrier Reef', Geochimica et Cosmochimica Acta, vol. 299, pp. 85-112, 10.1016/j.gca.2021.02.014.","Saha, N., Webb, G.E., Zhao, J.-X., Lewis, S.E., Duc Nguyen, A. & Feng, Y.",Spatiotemporal variation of rare earth elements from river to reef continuum aids monitoring of terrigenous sources in the Great Barrier Reef,Geochimica et Cosmochimica Acta,,https://ars.els-cdn.com/content/image/1-s2.0-S0016703721001095-mmc1.pdf,"Saha, N.",2018,10.1016/j.scitotenv.2018.05.156,"Saha, N., Rodriguez-Ramirez, A., Nguyen, A.D., Clark, T.R., Zhao, J.X. & Webb, G.E. (2018), 'Seasonal to decadal scale influence of environmental drivers on Ba/Ca and Y/Ca in coral aragonite from the southern Great Barrier Reef', Science of the Total Environment, vol. 639, pp. 1099-1109, 10.1016/j.scitotenv.2018.05.156.","Saha, N., Rodriguez-Ramirez, A., Nguyen, A.D., Clark, T.R., Zhao, J.X. & Webb, G.E.",Seasonal to decadal scale influence of environmental drivers on Ba/Ca and Y/Ca in coral aragonite from the southern Great Barrier Reef,Science of the Total Environment,10.25921/85kq-d376,"Saha, N.",2019, 10.1016/j.epsl.2019.115793,"Saha, N., Webb, G.E., Christy, A.G. & Zhao, J.-x. (2019), 'Vanadium in the massive coral Porites: A potential proxy for historical wood clearing and burning', Earth and Planetary Science Letters, vol. 527, p. 115793, 10.1016/j.epsl.2019.115793.","Saha, N., Webb, G.E., Christy, A.G. & Zhao, J.-x.",Vanadium in the massive coral Porites: A potential proxy for historical wood clearing and burning,Earth and Planetary Science Letters,,T,Saha et al. 2018a; Saha et al. 2019
SA21RAT01,RI2,NA,2016-06,1976,2015,Cyphastrea sp.,F,2,REEs measured.,-23.76631,151.31778,Rat Island,,-1.5,1.5 m below LAT,NA,NA,NA,NA,BaCa; Ce; Dy; Eu; Gd; Ho; La; Lu; MnCa; Nd; Pr; Sm; SrCa; Tb; Tm; Y; Yb; YCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma-Mass Spectrometer,NA,NA,NA,NA,NA,"Manually collected using a drill with a 2 mm diameter bit to collect a minimum of 12 sequential samples per annual band (8-12 samples per annual band as per Saha et al 2018). JCp-1 & analytical precision from Saha et al. 2021. See Saha et al. 2021 supplementary for all analytical precision results. Complete machine details as per Saha et al. 2021 is Thermo X-series II ICP-MS with a CETAC - 500 auto-sampler, electron spray PC3 Peltier cooled cyclonic spray chamber and SC-FAST injection loop.",monthly,12,12,12,12,12,F,Growth bands & refined with SrCa maxima & minima matched to HadISST minima & maxima.,6.8,0.68 ± 0.15 cm/year average; 0.39–1.09 cm/year range,NA,T,8.8,0.4,%,NA,NA,NA,NA,BaCa; MnCa; YCa; REEsCa,0.8; 4.5; 1.4; 4.5,%; %; %; %,Yes; SEM,F,F,F,No calibration equations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saha, N.",2021,10.1016/j.gca.2021.02.014.,"Saha, N., Webb, G.E., Zhao, J.-X., Lewis, S.E., Duc Nguyen, A. & Feng, Y. (2021), 'Spatiotemporal variation of rare earth elements from river to reef continuum aids monitoring of terrigenous sources in the Great Barrier Reef', Geochimica et Cosmochimica Acta, vol. 299, pp. 85-112, 10.1016/j.gca.2021.02.014.","Saha, N., Webb, G.E., Zhao, J.-X., Lewis, S.E., Duc Nguyen, A. & Feng, Y.",Spatiotemporal variation of rare earth elements from river to reef continuum aids monitoring of terrigenous sources in the Great Barrier Reef,Geochimica et Cosmochimica Acta,,https://ars.els-cdn.com/content/image/1-s2.0-S0016703721001095-mmc1.pdf,"Saha, N.",2018,10.1016/j.chemgeo.2018.09.005.,"Saha, N., Webb, G.E., Zhao, J.-X., Leonard, N.D. & Nguyen, A.D. (2018), 'Influence of marine biochemical cycles on seasonal variation of Ba/Ca in the near-shore coral Cyphastrea, Rat Island, southern Great Barrier Reef', Chemical Geology, vol. 499, pp. 71-83, 10.1016/j.chemgeo.2018.09.005.","Saha, N., Webb, G.E., Zhao, J.-X., Leonard, N.D. & Nguyen, A.D.","Influence of marine biochemical cycles on seasonal variation of Ba/Ca in the near-shore coral Cyphastrea, Rat Island, southern Great Barrier Reef",Chemical Geology,,,,,,,,,,T,Saha et al. 2018b
TH22DAV01,Davies13-2,DAV13-2,None,2007,2012,Porites lobata,T,3,Coral record from McCulloch et al. 2017 can be matched by UWA lab number with record archived for Thompson et al. 2022. Coral core ID matches data from D'Olivo et al. 2018 but records do not match for any trace element values; it is possibly an interpolated version this record.,-18.8,147.63,Davies Reef,,-1.5,1.5m,NA,NA,NA,NA,BaCa; BCa; BMg; d11B; LiCa; LiMg; MgCa; SrCa; UB; UCa; USr,d11B_pHcf_pres,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,MC-ICP-MS,NU Plasma II,NA,NA,NA,Milled at continuous 2 mm increments in 5mm-wide transects for bimonthly or better resolution. d11B isotopic ratio relative to NIST SRM 951 boric acid standard.,bimonthly_uneven,8,10,8.8,9,8,F,Not stated. ,15.4,1.54 cm/year,6,T,8.848,0.636,%,1.341,%,NA,NA,BMg; d11B; LiMg; MgCa,3.651; 0.22; 3.649; 0.830,%; permil; %; %,No,T,T,F,Alternate equations related to calculating calcifying fluid pH and carbonate ion concentration.,T,Davies13-2; Davies13-3,In situ from multiple AIMS temperature sensors operating at approx. 2 to 10m depth.,NA,F,NA,OLS,10.12,-0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thompson, D.",2022,10.1029/2021AV000509.,"Thompson, D., McCulloch, M., Cole, J.E., Reed, E.V., D'Olivo, J.P., Dyez, K., Lofverstrom, M., Lough, J., Cantin, N., Tudhope, A.W., Cheung, A.H., Vetter, L. & Edwards, R.L. (2022), 'Marginal Reefs Under Stress: Physiological Limits Render Galápagos Corals Susceptible to Ocean Acidification and Thermal Stress', AGU Advances, vol. 3, no. 1, p. e2021AV000509, 10.1029/2021AV000509.","Thompson, D., McCulloch, M., Cole, J.E., Reed, E.V., D’Olivo, J.P., Dyez, K., Lofverstrom, M., Lough, J., Cantin, N., Tudhope, A.W., Cheung, A.H., Vetter, L. & Edwards, R.L.",Marginal Reefs Under Stress: Physiological Limits Render Galápagos Corals Susceptible to Ocean Acidification and Thermal Stress,AGU Advances,10.25921/y68n-1x24,,"McCulloch, M. T.",2017,10.1038/ncomms15686,"McCulloch, M.T., D’Olivo, J.P., Falter, J., Holcomb, M. & Trotter, J.A. (2017), ‘Coral calcification in a changing World and the interactive dynamics of pH and DIC upregulation’, Nature Communications, vol. 8, no. 1, p. 15686, 10.1038/ncomms15686.","McCulloch, M.T., D’Olivo, J.P., Falter, J., Holcomb, M. & Trotter, J.A.",Coral calcification in a changing World and the interactive dynamics of pH and DIC upregulation,Nature Communications,static-content.springer.com/esm/art%3A10.1038%2Fncomms15686/MediaObjects/41467_2017_BFncomms15686_MOESM139_ESM.xlsx,,,,,,,,,T,D'Olivo et al. 2018; McCulloch et al. 2017
TH22DAV02,Davies13-3,DAV13-3,None,2006,2013,Porites lobata,T,3,Coral record from McCulloch et al. 2017 can be matched by UWA lab number with record archived for Thompson et al. 2022. Coral core ID matches data from D'Olivo et al. 2018 but records do not match for any trace element values; it is possibly an interpolated version this record.,-18.8,147.63,Davies Reef,,-4.2,4.2m,NA,NA,NA,NA,BaCa; BCa; BMg; d11B; LiCa; LiMg; MgCa; SrCa; UB; UCa; USr,d11B_pHcf_pres,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,MC-ICP-MS,NU Plasma II,NA,NA,NA,Milled at continuous 2 mm increments in 5mm-wide transects for bimonthly or better resolution. d11B isotopic ratio relative to NIST SRM 951 boric acid standard.,bimonthly_uneven,6,9,8,8,8,F,Not stated.,12.8,1.28 cm/year,5.5,T,8.848,0.636,%,1.341,%,NA,NA,BMg; d11B; LiMg; MgCa,3.651; 0.22; 3.649; 0.830,%; permil; %; %,No,T,T,F,Alternate equations related to calculating calcifying fluid pH and carbonate ion concentration.,T,Davies13-2; Davies13-3,In situ from multiple AIMS temperature sensors operating at approx. 2 to 10m depth.,NA,F,NA,OLS,10.12,-0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thompson, D.",2022,10.1029/2021AV000509.,"Thompson, D., McCulloch, M., Cole, J.E., Reed, E.V., D'Olivo, J.P., Dyez, K., Lofverstrom, M., Lough, J., Cantin, N., Tudhope, A.W., Cheung, A.H., Vetter, L. & Edwards, R.L. (2022), 'Marginal Reefs Under Stress: Physiological Limits Render Galápagos Corals Susceptible to Ocean Acidification and Thermal Stress', AGU Advances, vol. 3, no. 1, p. e2021AV000509, 10.1029/2021AV000509.","Thompson, D., McCulloch, M., Cole, J.E., Reed, E.V., D’Olivo, J.P., Dyez, K., Lofverstrom, M., Lough, J., Cantin, N., Tudhope, A.W., Cheung, A.H., Vetter, L. & Edwards, R.L.",Marginal Reefs Under Stress: Physiological Limits Render Galápagos Corals Susceptible to Ocean Acidification and Thermal Stress,AGU Advances,10.25921/y68n-1x24,,"McCulloch, M. T.",2017,10.1038/ncomms15686,"McCulloch, M.T., D’Olivo, J.P., Falter, J., Holcomb, M. & Trotter, J.A. (2017), ‘Coral calcification in a changing World and the interactive dynamics of pH and DIC upregulation’, Nature Communications, vol. 8, no. 1, p. 15686, 10.1038/ncomms15686.","McCulloch, M.T., D’Olivo, J.P., Falter, J., Holcomb, M. & Trotter, J.A.",Coral calcification in a changing World and the interactive dynamics of pH and DIC upregulation,Nature Communications,static-content.springer.com/esm/art%3A10.1038%2Fncomms15686/MediaObjects/41467_2017_BFncomms15686_MOESM139_ESM.xlsx,,,,,,,,,T,D'Olivo et al. 2018; McCulloch et al. 2017
WA13HAV01,Havannah,Hav08_2,None,1962,2008,Porites sp.,F,2,Havannah coral listed as HAV06A of HAV06-A in D'Olivo et al. 2022.,-18.8396,146.5502,Havannah Island,,-2.5,2-3m,NA,NA,NA,NA,BaCa,,LA-ICP-MS,193 nm ArF excimer laser coupled to a Varian 820 ICP-MS,NA,NA,NA,NA,NA,"Ablation used a rectangular 40x400 um slit, a 40 mm per second span speed, 5 Hz repetition rate, 50 MJ of energy, and a 50% partially reflecting mirror. NIST 614 & in-house pressed powder coral standard.",monthly,12,12,12,12,12,F,SrCa maxima & minima matched with Reyn_SmithOIv2 monthly SST minima & maxima. Cross-checked with luminescence and growth bands.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,BaCa,4.3,%,No,T,T,F,Calibrations only used in supporting figure.,F,NA,Reyn_SmithOIv2,NA,F,NA,OLS,13.13,-0.15,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,"Walther, B. D.",2013,10.1371/journal.pone.0077091.,"Walther, B.D., Kingsford, M.J. & McCulloch, M.T. (2013), 'Environmental Records from Great Barrier Reef Corals: inshore versus offshore drivers', PLOS ONE, vol. 8, no. 10, p. e77091, 10.1371/journal.pone.0077091.","Walther, B.D., Kingsford, M.J. & McCulloch, M.T.",Environmental Records from Great Barrier Reef Corals: inshore versus offshore drivers,PLOS ONE,,,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,D'Olivo et al. 2022
