cdata_datasetID,cdata_coreName,cdata_altCoreName,cdata_collectTime,cdata_minYear,cdata_maxYear,cdata_archiveSpecies,cdata_isDatabaseDuplicate,cdata_dataCoverageGroup,cdata_coralNotes,geo_latitude,geo_longitude,geo_siteName,geo_siteName2,geo_elevation,geo_elevationNotes,dating_refDate,dating_UThDate,dating_14CDate,dating_notes,meths_primaryVariablesList,meths_additionalVariablesList,meths_TEMethod,meths_TEMethodMachine,meths_isotopeMethod,meths_isotopeMethodMachine,meths_luminMethod,meths_luminMethodMachine,meths_altMethodInfo,meths_methodNotes,meths_hasResolutionNominal,meths_resolutionMin,meths_resolutionMax,meths_resolutionMean,meths_resolutionMedian,meths_resolutionMode,meths_isAnomaly,cdata_chronologyNotes,meths_coralExtensionRate,meths_coralExtensionRateNotes,meths_tissueThickness,meths_jcpMeasured,meths_jcpSrCaValue,meths_SrCaAnalyticalPrecision,meths_SrCaAnalyticalPrecisionUnits,meths_UCaAnalyticalPrecision,meths_UCaAnalyticalPrecisionUnits,meths_d18OAnalyticalPrecision,meths_d18OAnalyticalPrecisionUnits,meths_altPrecisionList,meths_altAnalyticalPrecision,meths_altAnalyticalPrecisionUnits,meths_archiveDiagenesisCheck,calib_isSSTCalibration,calib_useSSTCalibration,calib_hasAlternateCalibration,calib_notes,calib_isComposite,calib_compositeList,calib_SSTdata,calib_fitPeriod,calib_hasCentredEquation,calib_centredEquationNotes,calib_method,calib1_equationIntercept,calib1_equationSlope,calib1_equationSlopeUncertainty,calib1_equationR2,calib2_equationIntercept,calib2_equationSlope,calib2_equationSlopeUncertainty,calib2_equationR2,calib3_equationIntercept,calib3_equationSlope,calib3_equationSlopeUncertainty,calib3_equationR2,pub1_firstauthor,pub1_year,pub1_doi,pub1_citation,pub1_authors,pub1_title,pub1_journal,pub1_doiData,pub_altDataURL,pub2_firstauthor,pub2_year,pub2_doi,pub2_citation,pub2_authors,pub2_title,pub2_journal,pub2_altDataURL,pub3_firstauthor,pub3_year,pub3_doi,pub3_citation,pub3_authors,pub3_title,pub3_journal,pub3_altDataUrl,pub_isCoreIDOtherStudy,pub_coreIDOtherStudyList
LE18GFB01,GFB33B,NA,2012-08,1987,2012,Porites sp.,T,2,,-19.154,146.866,Magnetic Island,Geoffrey Bay,-3.5,3-4m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,89,153,118.63,117,117,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",21,2.1 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Saha et al. 2019
LE18GFB02,GFB34A,NA,2012-08,1972,2012,Porites sp.,F,2,,-19.164,146.853,Magnetic Island,Geoffrey Bay,-3.5,3-4m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,49,127,83.44,84,88,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",15,1.5 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,F,NA
LE18HAV01,HAV32A,NA,2012-08,1987,2012,Porites sp.,T,2,,-18.835,146.544,Havannah Island,,-3,3m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,59,141,91.96,91.5,69,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",28,2.8 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,D'Olivo et al. 2022; Lough et al. 2015
LE18HAV02,HAV34A,NA,2012-08,1976,2012,Porites sp.,T,2,,-18.837,146.548,Havannah Island,,-3,3m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,41,160,91.11,88,86,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",16,1.6 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,D'Olivo et al. 2022; Lough et al. 2015
LE18NEL01,NEL29A,NA,2012-08,1970,2012,Porites sp.,T,2,,-19.165,146.854,Magnetic Island,Nelly Bay,-3.5,3-4m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,40,109,63.17,61,47,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",10,1 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Cantin & Lough 2014; D'Olivo et al. 2022; De'ath et al. 2009; Lough et al. 2014
LE18NEL02,NEL39A,NA,2012-08,1987,2012,Porites sp.,F,2,,-19.169,146.85,Magnetic Island,Nelly Bay,-3.5,3-4m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,73,149,103.88,101.5,101,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",17,1.7 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Cantin & Lough 2014; D'Olivo et al. 2022; De'ath et al. 2009
LE18PAN01,PAN31B,PAN31C,2012-08,1967,2012,Porites sp.,F,2,,-18.813,146.427,Pandora Reef,,-5.7,5.7m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,34,137,75.48,74.5,101,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",13,1.3 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Cantin & Lough 2014; D'Olivo et al. 2022; De'ath et al. 2009
LE18PAN02,PAN36B,PAN36C,2012-08,1979,2012,Porites sp.,F,2,,-18.813,146.427,Pandora Reef,,-4.5,4.5m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,65,157,97.97,100.5,107,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",14,1.4 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Cantin & Lough 2014; D'Olivo et al. 2022; De'ath et al. 2009
LE18PEL01,PEL30A,NA,2012-08,1934,2012,Porites sp.,F,2,,-18.538,146.49,Pelorus Island,,-5,5m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,fortnightly_uneven,26,135,59.95,59,45,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",10,1 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,,,,,,,,,,,,,,,,,F,NA
LE18PEL02,PEL33B,NA,2012-08,1978,2012,Porites sp.,F,2,,-18.538,146.491,Pelorus Island,,-5,5m,NA,NA,NA,NA,Ba138Ca; BaCa; BCa; CdCa; LiCa; MgCa; MnCa; PbCa; PCa; SrCa; UCa; YCa,Dist,LA-ICP-MS,Varian 820 inductively coupled mass spectrometer,NA,NA,NA,NA,NA,LA-ICP-MS methods identical to Sinclair et al. 1998 except the laser spot dimension was changed to 50 x 500 um and laser pulse rate set to 5 Hz. Davies Reef pressed coral standard and NIST-614 glass standard. No analytical precision data available.,weekly_uneven,76,163,108.42,106,92,F,"SrCa, UCa & BCa minima and maxima matched to Summer (Feb 8) and Winter (Aug 8), and cross checked with luminescence.",19,1.9 cm/year,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, S. E.",2018,10.1016/j.gca.2018.06.017,"Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E. (2018), 'A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia', Geochimica et Cosmochimica Acta, vol. 237, pp. 131-154, doi: 10.1016/j.gca.2018.06.017","Lewis, S.E., Lough, J.M., Cantin, N.E., Matson, E.G., Kinsley, L., Bainbridge, Z.T. & Brodie, J.E","A critical evaluation of coral Ba/Ca, Mn/Ca and Y/Ca ratios as indicators of terrestrial input: New data from the Great Barrier Reef, Australia",Geochimica et Cosmochimica Act,,ars.els-cdn.com/content/image/1-s2.0-S0016703718303326-mmc3.xlsx,,,,,,,,,,,,,,,,,F,NA
LO11ACH01,ACH01A,NA,1986-02,1876,1984,Porites sp.,F,1,,-18.95,146.65,Acheron Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002050,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992
LO11BRO01,BRO01A,NA,1987-05,1783,1984,Porites sp.,F,1,,-18.15,146.28,Brook Island,,NA,None,NA,NA,NA,NA,LuminRange,,NA,NA,NA,NA,Optical luminometry,AIMS luminometer,NA,Luminescence was measured at 0.25 mm intervals with a 2 mm diameter beam.,annual,1,1,1,1,1,F,"Annual luminescence peaks dated backwards in conjunction with X-ray growth bands, density and UV image.",NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,F,F,T,"Summer rainfall reconstruction based on PCA, and extracted PC1 was regressed against NE QLD summer rainfall index 1901-1981",T,ACH01A; BRO01A; CID01A; CNR01B; COO01E; DUN02A; GPI02A; HAV01A; HKO01B; HMP01B; LUP01C; MAG01D; NOR01B; NMI01B; PAN07B; SMI01C; SNH01A,NA,1901-1981,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lough, J. M.",2011,10.1029/2010PA002051,"Lough, J.M. (2011), 'Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact', Coral Reefs, vol. 30, no. 1, pp. 169-182, 10.1007/s00338-010-0688-0","Lough, J. M.",Measured coral luminescence as a freshwater proxy: comparison with visual indices and a potential age artefact,Coral Reefs,10.25921/9m7h-nc20,,"D'Olivo, J. P. ",2022,10.1016/j.scitotenv.2022.154461,"D'Olivo, J.P. & McCulloch, M. (2022), 'Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records', Science of the Total Environment, vol. 830, p. 154461, 10.1016/j.scitotenv.2022.154461.","D'Olivo, J.P. & McCulloch, M. ",Impact of European settlement and land use changes on Great Barrier Reef river catchments reconstructed from long-term coral Ba/Ca records,Science of the Total Environment,10.1594/PANGAEA.944981,,,,,,,,,T,Barnes & Lough 1992; D'Olivo et al. 2022; De'ath et al. 2009; Hendy et al. 2002; Hendy et al. 2003a; Hendy et al. 2003b; Hendy et al. 2012; Lough 2007; Lough & Barnes 1997
